root_node,chain_len,halstead_difficulty,halstead_effort
JDKw8yJZF5fiP3jv3,5,"[10.633333333333333, 11.392857142857144, 10.333333333333334, 10.333333333333334, 11.366666666666667]","[1544.0559660327087, 1590.716997973258, 1450.4667097297622, 1450.4667097297622, 1659.3339159308482]"
JDKw8yJZF5fiP3jv3,4,"[7.6923076923076925, 7.384615384615385, 7.6923076923076925, 7.6923076923076925]","[865.4507084383058, 819.6439133250996, 865.4507084383058, 865.4507084383058]"
JDKw8yJZF5fiP3jv3,3,"[7.6923076923076925, 7.6923076923076925, 7.6923076923076925]","[865.4507084383058, 865.4507084383058, 865.4507084383058]"
JDKw8yJZF5fiP3jv3,5,"[8.653846153846153, 9.615384615384615, 8.653846153846153, 8.653846153846153, 8.653846153846153]","[1033.0773282990533, 1200.0393207514253, 1033.0773282990533, 1033.0773282990533, 1033.0773282990533]"
JDKw8yJZF5fiP3jv3,7,"[8.035714285714286, 8.653846153846153, 8.653846153846153, 8.653846153846153, 10.0, 8.653846153846153, 9.0]","[1002.8900037708343, 1033.0773282990533, 1033.0773282990533, 1033.0773282990533, 1263.1262121558252, 1033.0773282990533, 1080.9674604901847]"
JDKw8yJZF5fiP3jv3,3,"[9.0, 9.0, 9.0]","[1080.9674604901847, 1080.9674604901847, 1080.9674604901847]"
JDKw8yJZF5fiP3jv3,2,"[6.769230769230769, 10.357142857142858]","[734.9247232819532, 1388.2621073221162]"
JDKw8yJZF5fiP3jv3,2,"[13.5, 12.75]","[2214.3168161582225, 2063.9454177283037]"
ZNneik3KxjHF9QA3v,1,[12.400000000000002],[1908.5072176336378]
ZNneik3KxjHF9QA3v,1,[12.03125],[1894.7778655388277]
ZNneik3KxjHF9QA3v,1,[11.0],[1693.0305962879042]
ZNneik3KxjHF9QA3v,2,"[6.769230769230769, 14.529411764705882]","[734.9247232819532, 2615.294117647059]"
ZNneik3KxjHF9QA3v,1,[22.125],[5155.952516955921]
JDKw8yJZF5fiP3jv3,3,"[8.653846153846153, 8.035714285714286, 8.653846153846153]","[1019.995477802289, 990.1904151392353, 1019.995477802289]"
JDKw8yJZF5fiP3jv3,4,"[8.653846153846153, 8.653846153846153, 8.653846153846153, 8.653846153846153]","[1019.995477802289, 1019.995477802289, 1019.995477802289, 1019.995477802289]"
JDKw8yJZF5fiP3jv3,2,"[8.7, 9.666666666666666]","[1159.7981522302907, 1342.3589724887624]"
JDKw8yJZF5fiP3jv3,4,"[9.666666666666666, 9.666666666666666, 9.666666666666666, 9.666666666666666]","[1342.3589724887624, 1342.3589724887624, 1342.3589724887624, 1342.3589724887624]"
JDKw8yJZF5fiP3jv3,4,"[12.294117647058824, 12.294117647058824, 12.294117647058824, 12.294117647058824]","[2049.644518140235, 2049.644518140235, 2049.644518140235, 2049.644518140235]"
SHkCTz89xghuzXtMN,1,[14.911764705882351],[2694.1239540047877]
SHkCTz89xghuzXtMN,1,[17.5],[3113.6371022205153]
SHkCTz89xghuzXtMN,1,[11.6875],[1824.3803245991255]
JDKw8yJZF5fiP3jv3,7,"[9.96875, 10.633333333333333, 10.633333333333333, 10.633333333333333, 10.633333333333333, 10.633333333333333, 12.0]","[1503.2275630847287, 1544.0559660327087, 1544.0559660327087, 1544.0559660327087, 1535.6586645271443, 1535.6586645271443, 1819.1659894933275]"
JDKw8yJZF5fiP3jv3,8,"[8.571428571428571, 9.230769230769232, 9.230769230769232, 9.230769230769232, 9.230769230769232, 10.153846153846155, 9.230769230769232, 8.571428571428571]","[1094.7966366625433, 1129.8862724530095, 1129.8862724530095, 1129.8862724530095, 1129.8862724530095, 1305.59421158693, 1129.8862724530095, 1094.7966366625433]"
JDKw8yJZF5fiP3jv3,1,[8.571428571428571],[1094.7966366625433]
JDKw8yJZF5fiP3jv3,1,[9.642857142857142],[1263.4684603132032]
JDKw8yJZF5fiP3jv3,1,[14.392857142857144],[2215.2315918961867]
JDKw8yJZF5fiP3jv3,8,"[9.642857142857142, 10.607142857142858, 10.607142857142858, 10.607142857142858, 9.382352941176471, 9.96875, 9.96875, 10.633333333333333]","[1263.4684603132032, 1456.32175858028, 1456.32175858028, 1456.32175858028, 1459.2231653877843, 1495.0523056093593, 1495.0523056093593, 1535.6586645271443]"
JDKw8yJZF5fiP3jv3,2,"[11.34375, 12.100000000000001]","[1762.6141377720048, 1810.4876081806271]"
JDKw8yJZF5fiP3jv3,4,"[9.9, 10.607142857142858, 11.0, 11.0]","[1413.6029869952586, 1456.32175858028, 1527.5119342113505, 1614.142870275571]"
JDKw8yJZF5fiP3jv3,1,[12.400000000000002],[1917.707768187759]
JDKw8yJZF5fiP3jv3,1,[12.0],[1837.8658107987644]
JDKw8yJZF5fiP3jv3,9,"[10.607142857142858, 10.607142857142858, 9.9, 10.633333333333333, 10.633333333333333, 10.633333333333333, 10.633333333333333, 10.633333333333333, 10.633333333333333]","[1456.32175858028, 1456.32175858028, 1413.6029869952586, 1535.6586645271443, 1535.6586645271443, 1535.6586645271443, 1535.6586645271443, 1535.6586645271443, 1535.6586645271443]"
JDKw8yJZF5fiP3jv3,12,"[14.529411764705882, 12.400000000000002, 13.433333333333335, 16.1875, 12.0, 14.21875, 16.40625, 15.3125, 12.705882352941178, 13.764705882352942, 14.625, 14.625]","[2625.0438526200496, 1899.1280044920568, 2133.588251960212, 2891.506583231626, 1819.1659894933275, 2415.5018509596343, 3004.20763886027, 2713.4778673576634, 2167.5809447766223, 2439.1983518336356, 2505.259973862463, 2505.259973862463]"
JDKw8yJZF5fiP3jv3,9,"[8.823529411764707, 9.375, 10.0, 10.0, 10.3125, 12.03125, 13.5, 13.5, 14.625]","[1337.622051098035, 1368.585524503082, 1403.677461028802, 1403.677461028802, 1543.0292115175798, 1902.9285138859723, 2232.80464514002, 2232.80464514002, 2505.259973862463]"
JDKw8yJZF5fiP3jv3,1,[15.75],[2791.005806425025]
BeRJycturNus7LJWF,4,"[11.0, 12.352941176470587, 12.352941176470587, 11.0]","[1693.0305962879042, 2080.3994985488707, 2080.3994985488707, 1693.0305962879042]"
JDKw8yJZF5fiP3jv3,4,"[12.75, 12.75, 12.75, 12.75]","[2044.867602279062, 2044.867602279062, 2044.867602279062, 2044.867602279062]"
JDKw8yJZF5fiP3jv3,3,"[9.285714285714286, 11.0, 11.0]","[1201.7164542192668, 1518.9795379156785, 1518.9795379156785]"
JDKw8yJZF5fiP3jv3,18,"[11.0, 11.0, 11.0, 10.0, 11.0, 10.0, 11.6, 11.6, 14.3, 12.566666666666666, 6.769230769230769, 12.566666666666666, 12.566666666666666, 13.433333333333335, 12.566666666666666, 12.566666666666666, 11.6, 9.230769230769232]","[1432.533895241354, 1432.533895241354, 1441.2899473202465, 1248.0408935814826, 1432.533895241354, 1263.1262121558252, 1749.2102552258661, 1749.2102552258661, 2325.2649107918646, 1975.6292371493378, 734.9247232819532, 1975.6292371493378, 1975.6292371493378, 2154.461813643038, 1975.6292371493378, 1975.6292371493378, 1749.2102552258661, 1129.8862724530095]"
JDKw8yJZF5fiP3jv3,19,"[6.769230769230769, 9.230769230769232, 9.615384615384615, 9.230769230769232, 9.230769230769232, 7.961538461538462, 9.230769230769232, 9.230769230769232, 9.230769230769232, 9.615384615384615, 9.615384615384615, 8.653846153846153, 8.653846153846153, 9.0, 9.285714285714286, 11.0, 9.0, 9.0, 9.0]","[734.9247232819532, 1129.8862724530095, 1192.5317377299182, 1129.8862724530095, 1129.8862724530095, 919.1946883162341, 1129.8862724530095, 1129.8862724530095, 1129.8862724530095, 1184.8432317905376, 1184.8432317905376, 1019.995477802289, 1019.995477802289, 1074.4004214310155, 1209.281859619325, 1441.2899473202465, 1074.4004214310155, 1074.4004214310155, 1074.4004214310155]"
JDKw8yJZF5fiP3jv3,9,"[8.928571428571429, 9.615384615384615, 9.615384615384615, 7.961538461538462, 8.571428571428571, 9.230769230769232, 9.615384615384615, 9.0, 10.357142857142858]","[1155.4965905954489, 1192.5317377299182, 1184.8432317905376, 919.1946883162341, 1094.7966366625433, 1129.8862724530095, 1184.8432317905376, 1067.6788497101945, 1380.7120859884415]"
JDKw8yJZF5fiP3jv3,11,"[10.607142857142858, 10.607142857142858, 10.633333333333333, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0]","[1447.724277442212, 1456.32175858028, 1544.0559660327087, 1605.8070154169498, 1605.8070154169498, 1605.8070154169498, 1605.8070154169498, 1605.8070154169498, 1605.8070154169498, 1605.8070154169498, 1605.8070154169498]"
JDKw8yJZF5fiP3jv3,5,"[11.0, 13.0, 13.0, 13.0, 13.0]","[1518.9795379156785, 1960.3218377531257, 1960.3218377531257, 1960.3218377531257, 1960.3218377531257]"
JDKw8yJZF5fiP3jv3,1,[13.0],[1960.3218377531257]
JDKw8yJZF5fiP3jv3,1,[9.9],[1405.2576986372405]
JDKw8yJZF5fiP3jv3,1,[11.2],[1670.3251355116408]
JDKw8yJZF5fiP3jv3,1,[13.866666666666667],[2234.430987506669]
JDKw8yJZF5fiP3jv3,1,[11.785714285714285],[1654.3341504982309]
JDKw8yJZF5fiP3jv3,1,[12.0],[1915.3477452954069]
JDKw8yJZF5fiP3jv3,1,[12.0],[1733.031721723423]
JDKw8yJZF5fiP3jv3,1,[18.0],[3429.61707478284]
JDKw8yJZF5fiP3jv3,1,[10.0],[1325.6548694536832]
JDKw8yJZF5fiP3jv3,1,[10.357142857142858],[1388.2621073221162]
JDKw8yJZF5fiP3jv3,1,[12.0],[1915.3477452954069]
JDKw8yJZF5fiP3jv3,1,[14.875],[2625.1294607777218]
JDKw8yJZF5fiP3jv3,2,"[12.1875, 12.1875]","[1994.750422073504, 1994.750422073504]"
nyFafrYpi7RtaSuTW,15,"[8.571428571428571, 9.230769230769232, 9.230769230769232, 9.230769230769232, 9.230769230769232, 9.285714285714286, 10.607142857142858, 10.607142857142858, 10.214285714285715, 10.633333333333333, 10.633333333333333, 10.633333333333333, 9.642857142857142, 10.633333333333333, 10.633333333333333]","[1094.7966366625433, 1129.8862724530095, 1129.8862724530095, 1129.8862724530095, 1129.8862724530095, 1209.281859619325, 1456.32175858028, 1456.32175858028, 1385.635464147143, 1535.6586645271443, 1544.0559660327087, 1535.6586645271443, 1263.4684603132032, 1535.6586645271443, 1535.6586645271443]"
nyFafrYpi7RtaSuTW,13,"[10.214285714285715, 10.214285714285715, 10.607142857142858, 10.633333333333333, 10.633333333333333, 10.633333333333333, 10.214285714285715, 10.214285714285715, 10.214285714285715, 10.214285714285715, 10.633333333333333, 10.633333333333333, 10.633333333333333]","[1385.635464147143, 1385.635464147143, 1456.32175858028, 1535.6586645271443, 1535.6586645271443, 1535.6586645271443, 1385.635464147143, 1385.635464147143, 1385.635464147143, 1385.635464147143, 1535.6586645271443, 1535.6586645271443, 1535.6586645271443]"
ZNneik3KxjHF9QA3v,6,"[13.433333333333335, 13.433333333333335, 13.433333333333335, 13.433333333333335, 13.433333333333335, 17.5]","[2144.1253926501363, 2133.588251960212, 2133.588251960212, 2144.1253926501363, 2144.1253926501363, 3113.6371022205153]"
ZNneik3KxjHF9QA3v,9,"[10.3125, 10.3125, 10.3125, 11.294117647058822, 11.6875, 11.6875, 11.6875, 11.6875, 11.6875]","[1563.3457722208284, 1563.3457722208284, 1563.3457722208284, 1876.062417118111, 1824.3803245991255, 1824.3803245991255, 1824.3803245991255, 1824.3803245991255, 1824.3803245991255]"
ZNneik3KxjHF9QA3v,1,[14.21875],[2405.155741778243]
ZNneik3KxjHF9QA3v,2,"[11.0, 11.0]","[1693.0305962879042, 1693.0305962879042]"
JDKw8yJZF5fiP3jv3,1,[12.400000000000002],[1899.1280044920568]
JDKw8yJZF5fiP3jv3,3,"[6.769230769230769, 11.571428571428571, 9.666666666666666]","[734.9247232819532, 1652.2632315528995, 1342.3589724887624]"
JDKw8yJZF5fiP3jv3,1,[9.666666666666666],[1342.3589724887624]
JDKw8yJZF5fiP3jv3,1,[10.214285714285715],[1385.635464147143]
JDKw8yJZF5fiP3jv3,4,"[10.214285714285715, 10.607142857142858, 10.607142857142858, 10.607142857142858]","[1385.635464147143, 1447.724277442212, 1447.724277442212, 1447.724277442212]"
JDKw8yJZF5fiP3jv3,2,"[12.100000000000001, 12.833333333333334]","[1810.4876081806271, 1937.7207589932207]"
JDKw8yJZF5fiP3jv3,4,"[12.0, 12.0, 13.464285714285715, 12.42857142857143]","[1733.031721723423, 1733.031721723423, 2030.3333319585947, 1814.353381055515]"
JDKw8yJZF5fiP3jv3,1,[12.400000000000002],[1908.5072176336378]
JDKw8yJZF5fiP3jv3,3,"[10.576923076923077, 11.0, 11.0]","[1368.8190380899932, 1432.533895241354, 1518.9795379156785]"
JDKw8yJZF5fiP3jv3,3,"[8.0, 9.0, 8.0]","[905.9093270268318, 1074.4004214310155, 911.6124787899524]"
JDKw8yJZF5fiP3jv3,6,"[11.733333333333333, 12.100000000000001, 12.100000000000001, 6.769230769230769, 14.0, 12.100000000000001]","[1747.397600005413, 1818.8157658748582, 1818.8157658748582, 734.9247232819532, 2223.639072658776, 1818.8157658748582]"
JDKw8yJZF5fiP3jv3,3,"[11.0, 11.0, 11.0]","[1614.142870275571, 1614.142870275571, 1614.142870275571]"
JDKw8yJZF5fiP3jv3,2,"[14.733333333333333, 6.769230769230769]","[2416.6124265232943, 734.9247232819532]"
JDKw8yJZF5fiP3jv3,8,"[11.6, 11.6, 13.0, 11.6, 10.3125, 10.941176470588236, 11.625, 11.625]","[1749.2102552258661, 1749.2102552258661, 2054.3636530779995, 1749.2102552258661, 1563.3457722208284, 1799.8271937996615, 1846.3744488117215, 1846.3744488117215]"
r2xHaDqcKC5Aaxahx,9,"[10.3125, 10.3125, 10.633333333333333, 10.633333333333333, 10.607142857142858, 11.366666666666667, 11.366666666666667, 11.0, 11.366666666666667]","[1563.3457722208284, 1563.3457722208284, 1535.6586645271443, 1527.0807621178953, 1447.724277442212, 1667.9476326180904, 1667.9476326180904, 1597.2992752062505, 1667.9476326180904]"
r2xHaDqcKC5Aaxahx,1,[11.366666666666667],[1667.9476326180904]
r2xHaDqcKC5Aaxahx,2,"[9.96875, 10.633333333333333]","[1495.0523056093593, 1535.6586645271443]"
r2xHaDqcKC5Aaxahx,1,[10.633333333333333],[1535.6586645271443]
r2xHaDqcKC5Aaxahx,10,"[10.0, 10.0, 11.733333333333333, 11.733333333333333, 10.0, 14.625, 14.625, 14.625, 14.625, 14.625]","[1467.4026093414284, 1396.240625180289, 1739.0141433475756, 1739.0141433475756, 1396.240625180289, 2494.975983310591, 2494.975983310591, 2494.975983310591, 2494.975983310591, 2494.975983310591]"
r2xHaDqcKC5Aaxahx,10,"[12.8, 11.25, 11.0, 13.5, 13.5, 13.5, 11.6875, 15.03125, 15.03125, 15.03125]","[1979.5693090970415, 1777.8146997790382, 1605.8070154169498, 2214.3168161582225, 2214.3168161582225, 2214.3168161582225, 1816.0266874014594, 2585.2454725520224, 2585.2454725520224, 2585.2454725520224]"
r2xHaDqcKC5Aaxahx,5,"[12.8, 12.8, 12.8, 12.8, 12.8]","[1979.5693090970415, 1979.5693090970415, 1979.5693090970415, 1979.5693090970415, 1979.5693090970415]"
r2xHaDqcKC5Aaxahx,12,"[12.75, 13.8125, 13.8125, 12.75, 12.75, 12.75, 11.6875, 12.8, 13.0, 13.0, 12.75, 13.8125]","[2063.9454177283037, 2326.208605966699, 2326.208605966699, 2063.9454177283037, 2063.9454177283037, 2063.9454177283037, 1824.3803245991255, 1979.5693090970415, 2169.592588315628, 2169.592588315628, 2073.2257071745644, 2326.208605966699]"
r2xHaDqcKC5Aaxahx,3,"[12.75, 10.65625, 12.75]","[2063.9454177283037, 1615.4572979615225, 2063.9454177283037]"
JDKw8yJZF5fiP3jv3,2,"[12.566666666666666, 14.0]","[1975.6292371493378, 2200.9662588931615]"
JDKw8yJZF5fiP3jv3,1,[14.0],[2200.9662588931615]
JDKw8yJZF5fiP3jv3,2,"[12.42857142857143, 12.42857142857143]","[1814.353381055515, 1814.353381055515]"
JDKw8yJZF5fiP3jv3,16,"[10.607142857142858, 19.21875, 19.21875, 19.21875, 19.21875, 19.21875, 19.21875, 19.21875, 19.21875, 19.21875, 19.21875, 12.0, 12.0, 12.0, 19.6875, 12.0]","[1456.32175858028, 3639.3443365148687, 3639.3443365148687, 3639.3443365148687, 3639.3443365148687, 3639.3443365148687, 3639.3443365148687, 3639.3443365148687, 3639.3443365148687, 3639.3443365148687, 3639.3443365148687, 1819.1659894933275, 1819.1659894933275, 1828.6094054870105, 3753.267538872701, 1819.1659894933275]"
JDKw8yJZF5fiP3jv3,5,"[8.678571428571429, 9.642857142857142, 9.642857142857142, 10.0, 9.0]","[1083.1212040725009, 1263.4684603132032, 1263.4684603132032, 1318.044743119122, 1130.1023450579205]"
JDKw8yJZF5fiP3jv3,8,"[9.666666666666666, 9.666666666666666, 10.0, 11.0, 10.0, 8.7, 11.733333333333333, 19.733333333333334]","[1334.8608060471113, 1334.8608060471113, 1388.6472129194094, 1597.2992752062505, 1396.240625180289, 1146.698926513636, 1739.0141433475756, 3656.501371869016]"
JDKw8yJZF5fiP3jv3,2,"[10.3125, 11.6875]","[1571.4612078403998, 1832.5834375918027]"
kzdaPFvC7pHmxtGZJ,2,"[9.666666666666666, 9.666666666666666]","[1342.3589724887624, 1342.3589724887624]"
kzdaPFvC7pHmxtGZJ,21,"[13.40625, 13.40625, 13.40625, 12.1875, 12.1875, 13.40625, 14.625, 14.625, 14.625, 14.625, 14.625, 15.84375, 14.625, 15.84375, 15.03125, 15.84375, 15.84375, 14.625, 14.625, 15.84375, 14.625]","[2171.8125, 2171.8125, 2171.8125, 1901.25, 1901.25, 2179.908949322143, 2466.1596194351523, 2466.1596194351523, 2466.1596194351523, 2466.1596194351523, 2466.1596194351523, 2777.210210528979, 2475.179391877287, 2777.210210528979, 2595.471385424579, 2777.210210528979, 2777.210210528979, 2505.259973862463, 2505.259973862463, 2777.210210528979, 2475.179391877287]"
kzdaPFvC7pHmxtGZJ,3,"[13.40625, 13.40625, 14.625]","[2171.8125, 2171.8125, 2466.1596194351523]"
kzdaPFvC7pHmxtGZJ,1,[6.769230769230769],[734.9247232819532]
kzdaPFvC7pHmxtGZJ,1,[13.6],[2141.837213201293]
kzdaPFvC7pHmxtGZJ,1,[16.941176470588236],[3114.731013181905]
kzdaPFvC7pHmxtGZJ,1,[9.666666666666666],[1342.3589724887624]
kzdaPFvC7pHmxtGZJ,1,[10.333333333333334],[1457.9961823584704]
kzdaPFvC7pHmxtGZJ,1,[10.333333333333334],[1457.9961823584704]
JDKw8yJZF5fiP3jv3,1,[11.571428571428571],[1652.2632315528995]
JDKw8yJZF5fiP3jv3,1,[11.571428571428571],[1652.2632315528995]
JDKw8yJZF5fiP3jv3,1,[10.633333333333333],[1535.6586645271443]
JDKw8yJZF5fiP3jv3,2,"[10.633333333333333, 10.633333333333333]","[1535.6586645271443, 1535.6586645271443]"
JDKw8yJZF5fiP3jv3,2,"[11.571428571428571, 13.8125]","[1652.2632315528995, 2326.208605966699]"
JDKw8yJZF5fiP3jv3,7,"[12.75, 13.125, 13.125, 13.125, 13.125, 13.125, 13.125]","[2063.9454177283037, 2152.8080157093827, 2152.8080157093827, 2152.8080157093827, 2152.8080157093827, 2152.8080157093827, 2152.8080157093827]"
JDKw8yJZF5fiP3jv3,1,[12.400000000000002],[1908.5072176336378]
JDKw8yJZF5fiP3jv3,3,"[11.0, 11.0, 11.0]","[1614.142870275571, 1614.142870275571, 1614.142870275571]"
JDKw8yJZF5fiP3jv3,3,"[11.0, 15.75, 17.5]","[1701.19237500527, 2802.273391998464, 3113.6371022205153]"
JDKw8yJZF5fiP3jv3,1,[12.03125],[1894.7778655388277]
JDKw8yJZF5fiP3jv3,2,"[15.555555555555557, 14.875]","[3019.5643970278693, 2602.9271688210156]"
Xjqh9mPxyAXMbLrtL,1,[10.633333333333333],[1535.6586645271443]
JDKw8yJZF5fiP3jv3,1,[10.576923076923077],[1368.8190380899932]
JDKw8yJZF5fiP3jv3,2,"[17.67857142857143, 16.25]","[3003.261328037725, 2878.6421502567123]"
JDKw8yJZF5fiP3jv3,1,[19.764705882352942],[3916.6104868037396]
JDKw8yJZF5fiP3jv3,4,"[9.285714285714286, 9.533333333333333, 11.366666666666667, 11.366666666666667]","[1201.7164542192668, 1344.9901571988266, 1676.3907693973092, 1676.3907693973092]"
JDKw8yJZF5fiP3jv3,4,"[11.0, 11.392857142857144, 11.366666666666667, 11.366666666666667]","[1518.9795379156785, 1590.716997973258, 1676.3907693973092, 1676.3907693973092]"
JDKw8yJZF5fiP3jv3,3,"[10.633333333333333, 10.633333333333333, 10.633333333333333]","[1535.6586645271443, 1535.6586645271443, 1535.6586645271443]"
JDKw8yJZF5fiP3jv3,1,[10.633333333333333],[1535.6586645271443]
JDKw8yJZF5fiP3jv3,5,"[6.769230769230769, 11.0, 12.0, 11.571428571428571, 11.366666666666667]","[734.9247232819532, 1518.9795379156785, 1723.3513302897882, 1652.2632315528995, 1676.3907693973092]"
JDKw8yJZF5fiP3jv3,2,"[11.571428571428571, 10.214285714285715]","[1652.2632315528995, 1385.635464147143]"
JDKw8yJZF5fiP3jv3,2,"[10.633333333333333, 10.633333333333333]","[1535.6586645271443, 1535.6586645271443]"
JDKw8yJZF5fiP3jv3,2,"[9.96875, 10.633333333333333]","[1495.0523056093593, 1535.6586645271443]"
JDKw8yJZF5fiP3jv3,3,"[13.764705882352942, 14.625, 13.8125]","[2429.1855415600076, 2494.975983310591, 2326.208605966699]"
JDKw8yJZF5fiP3jv3,1,[12.100000000000001],[1818.8157658748582]
JDKw8yJZF5fiP3jv3,6,"[10.3125, 11.0, 11.0, 10.65625, 13.125, 12.400000000000002]","[1563.3457722208284, 1605.8070154169498, 1605.8070154169498, 1623.8432481017464, 2152.8080157093827, 1908.5072176336378]"
JDKw8yJZF5fiP3jv3,1,[12.8],[1988.8891207476947]
JDKw8yJZF5fiP3jv3,5,"[13.125, 11.0, 13.125, 13.125, 13.125]","[2152.8080157093827, 1693.0305962879042, 2152.8080157093827, 2152.8080157093827, 2152.8080157093827]"
JDKw8yJZF5fiP3jv3,2,"[11.6875, 11.6875]","[1824.3803245991255, 1824.3803245991255]"
JDKw8yJZF5fiP3jv3,1,[12.03125],[1902.9285138859723]
JDKw8yJZF5fiP3jv3,6,"[10.352941176470589, 11.0, 11.0, 6.769230769230769, 11.0, 11.0]","[1660.4230588286732, 1701.19237500527, 1701.19237500527, 734.9247232819532, 1701.19237500527, 1693.0305962879042]"
JDKw8yJZF5fiP3jv3,1,[12.8],[1979.5693090970415]
JDKw8yJZF5fiP3jv3,20,"[6.769230769230769, 6.769230769230769, 6.769230769230769, 6.769230769230769, 6.769230769230769, 6.769230769230769, 10.266666666666667, 10.266666666666667, 10.266666666666667, 10.266666666666667, 10.266666666666667, 10.266666666666667, 12.566666666666666, 13.0, 13.40625, 10.266666666666667, 14.823529411764707, 15.75, 15.647058823529413, 16.625]","[734.9247232819532, 734.9247232819532, 734.9247232819532, 734.9247232819532, 734.9247232819532, 734.9247232819532, 1474.4228048034854, 1474.4228048034854, 1474.4228048034854, 1474.4228048034854, 1474.4228048034854, 1474.4228048034854, 1975.6292371493378, 2054.3636530779995, 2237.392356700491, 1474.4228048034854, 2725.3482400612515, 2802.273391998464, 2921.2026462489785, 3003.6559467479415]"
JDKw8yJZF5fiP3jv3,1,[12.566666666666666],[1975.6292371493378]
JDKw8yJZF5fiP3jv3,1,[12.566666666666666],[1975.6292371493378]
JDKw8yJZF5fiP3jv3,1,[10.633333333333333],[1535.6586645271443]
JDKw8yJZF5fiP3jv3,4,"[10.633333333333333, 10.633333333333333, 9.666666666666666, 10.633333333333333]","[1535.6586645271443, 1535.6586645271443, 1334.8608060471113, 1535.6586645271443]"
JDKw8yJZF5fiP3jv3,10,"[11.366666666666667, 11.366666666666667, 11.366666666666667, 12.400000000000002, 15.2, 15.2, 15.75, 14.625, 14.625, 15.75]","[1667.9476326180904, 1667.9476326180904, 1676.3907693973092, 1899.1280044920568, 2443.602165782773, 2443.602165782773, 2791.005806425025, 2505.259973862463, 2505.259973862463, 2791.005806425025]"
JDKw8yJZF5fiP3jv3,7,"[13.875, 13.875, 13.875, 13.875, 13.875, 13.875, 13.875]","[2313.2052665853007, 2313.2052665853007, 2313.2052665853007, 2313.2052665853007, 2313.2052665853007, 2313.2052665853007, 2313.2052665853007]"
JDKw8yJZF5fiP3jv3,2,"[14.777777777777779, 14.529411764705882]","[2858.3268191099532, 2615.294117647059]"
JDKw8yJZF5fiP3jv3,5,"[12.42857142857143, 12.42857142857143, 13.866666666666667, 12.0, 12.8]","[1814.353381055515, 1814.353381055515, 2223.9605818250716, 1819.1659894933275, 1988.8891207476947]"
JDKw8yJZF5fiP3jv3,3,"[18.941176470588236, 17.58823529411765, 17.58823529411765]","[3722.6107487526074, 3345.203207404417, 3345.203207404417]"
JDKw8yJZF5fiP3jv3,2,"[11.0, 11.6875]","[1788.6653159937418, 1832.5834375918027]"
JDKw8yJZF5fiP3jv3,2,"[12.03125, 12.03125]","[1902.9285138859723, 1902.9285138859723]"
JDKw8yJZF5fiP3jv3,1,[11.0],[1693.0305962879042]
JDKw8yJZF5fiP3jv3,5,"[18.941176470588236, 11.647058823529411, 12.375, 12.375, 14.21875]","[3722.6107487526074, 1952.7392632387412, 2003.2411407362947, 2003.2411407362947, 2415.5018509596343]"
ZNneik3KxjHF9QA3v,1,[17.5],[3113.6371022205153]
ZNneik3KxjHF9QA3v,1,[6.769230769230769],[734.9247232819532]
ZNneik3KxjHF9QA3v,1,[13.433333333333335],[2144.1253926501363]
ZNneik3KxjHF9QA3v,1,[6.769230769230769],[734.9247232819532]
JDKw8yJZF5fiP3jv3,2,"[11.366666666666667, 11.366666666666667]","[1676.3907693973092, 1676.3907693973092]"
JDKw8yJZF5fiP3jv3,2,"[11.366666666666667, 11.366666666666667]","[1676.3907693973092, 1676.3907693973092]"
JDKw8yJZF5fiP3jv3,4,"[10.633333333333333, 10.633333333333333, 10.633333333333333, 10.633333333333333]","[1535.6586645271443, 1535.6586645271443, 1535.6586645271443, 1535.6586645271443]"
JDKw8yJZF5fiP3jv3,4,"[10.633333333333333, 10.3125, 10.633333333333333, 10.633333333333333]","[1535.6586645271443, 1555.062996294547, 1535.6586645271443, 1535.6586645271443]"
JDKw8yJZF5fiP3jv3,2,"[16.466666666666665, 16.466666666666665]","[2755.924530061695, 2755.924530061695]"
JDKw8yJZF5fiP3jv3,9,"[12.75, 12.100000000000001, 12.100000000000001, 12.100000000000001, 12.100000000000001, 12.100000000000001, 12.100000000000001, 12.100000000000001, 12.100000000000001]","[2073.2257071745644, 1818.8157658748582, 1818.8157658748582, 1818.8157658748582, 1818.8157658748582, 1818.8157658748582, 1818.8157658748582, 1818.8157658748582, 1818.8157658748582]"
JDKw8yJZF5fiP3jv3,2,"[12.8, 12.8]","[1988.8891207476947, 1988.8891207476947]"
JDKw8yJZF5fiP3jv3,8,"[12.375, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0]","[2003.2411407362947, 2294.230789251118, 2294.230789251118, 2294.230789251118, 2294.230789251118, 2284.612588099753, 2284.612588099753, 2284.612588099753]"
JDKw8yJZF5fiP3jv3,2,"[10.625, 10.625]","[1604.281797218413, 1604.281797218413]"
JDKw8yJZF5fiP3jv3,2,"[12.03125, 12.03125]","[1902.9285138859723, 1902.9285138859723]"
JDKw8yJZF5fiP3jv3,2,"[10.0, 10.0]","[1482.1143267166838, 1482.1143267166838]"
JDKw8yJZF5fiP3jv3,5,"[12.705882352941178, 14.529411764705882, 14.529411764705882, 14.529411764705882, 14.529411764705882]","[2176.515452405398, 2615.294117647059, 2615.294117647059, 2615.294117647059, 2615.294117647059]"
