root_node,chain_len,halstead_difficulty,halstead_effort
bNCCf9FMRZoxqobfX,8,"[11.647058823529411, 11.647058823529411, 11.647058823529411, 12.705882352941178, 11.647058823529411, 11.647058823529411, 11.647058823529411, 11.323529411764705]","[1956.705882352941, 1956.705882352941, 1956.705882352941, 2219.0654106358966, 1956.705882352941, 1956.705882352941, 1956.705882352941, 1895.1493404508558]"
bNCCf9FMRZoxqobfX,2,"[8.823529411764707, 9.375]","[1371.0173166918853, 1402.7538286523452]"
bNCCf9FMRZoxqobfX,5,"[12.294117647058824, 12.294117647058824, 11.61111111111111, 11.61111111111111, 12.294117647058824]","[2080.693787440334, 2080.693787440334, 2035.2818198573102, 2035.2818198573102, 2080.693787440334]"
bNCCf9FMRZoxqobfX,1,[9.117647058823529],[1423.2347294765118]
bNCCf9FMRZoxqobfX,5,"[11.0, 11.61111111111111, 12.666666666666668, 12.666666666666668, 12.666666666666668]","[1987.38137829939, 2027.8650730425254, 2296.8697653562126, 2296.8697653562126, 2296.8697653562126]"
bNCCf9FMRZoxqobfX,1,[13.0],[2382.324538143486]
bNCCf9FMRZoxqobfX,8,"[9.96875, 9.0625, 9.96875, 10.694444444444445, 9.96875, 12.59375, 12.235294117647058, 9.96875]","[1541.7055898485257, 1343.1661085869946, 1541.7055898485257, 1853.786954052127, 1541.7055898485257, 2130.280799860729, 2150.223612329179, 1541.7055898485257]"
bNCCf9FMRZoxqobfX,1,[12.352941176470587],[2133.003266485651]
bNCCf9FMRZoxqobfX,2,"[13.263157894736842, 13.333333333333334]","[2536.8133742772284, 2451.7132067779867]"
bNCCf9FMRZoxqobfX,1,[8.1],[1091.4995936959965]
bNCCf9FMRZoxqobfX,1,[11.0],[1739.820355552889]
bNCCf9FMRZoxqobfX,1,[8.75],[1290.4767652985151]
bNCCf9FMRZoxqobfX,1,[9.0],[1263.3097149259218]
bNCCf9FMRZoxqobfX,1,[11.0],[1739.820355552889]
bNCCf9FMRZoxqobfX,3,"[11.666666666666666, 12.352941176470587, 9.375]","[2083.968708635406, 2133.003266485651, 1402.7538286523452]"
bNCCf9FMRZoxqobfX,4,"[11.0, 11.0, 11.61111111111111, 11.61111111111111]","[1819.3223034474238, 1739.820355552889, 2035.2818198573102, 2035.2818198573102]"
bNCCf9FMRZoxqobfX,8,"[8.75, 9.705882352941176, 10.676470588235293, 10.676470588235293, 10.676470588235293, 11.647058823529411, 11.647058823529411, 9.117647058823529]","[1290.4767652985151, 1535.1356078407841, 1758.5642339327576, 1758.5642339327576, 1758.5642339327576, 1986.9491993785703, 1986.9491993785703, 1423.2347294765118]"
bNCCf9FMRZoxqobfX,3,"[11.25, 13.764705882352942, 14.625]","[1821.128309760268, 2495.9792186997847, 2563.5786558729037]"
bNCCf9FMRZoxqobfX,2,"[16.058823529411764, 13.333333333333334]","[3071.533840423899, 2451.7132067779867]"
bNCCf9FMRZoxqobfX,3,"[9.96875, 9.0625, 9.96875]","[1541.7055898485257, 1343.1661085869946, 1541.7055898485257]"
bNCCf9FMRZoxqobfX,1,[10.676470588235293],[1751.1917304257836]
bNCCf9FMRZoxqobfX,7,"[10.3125, 11.625, 12.0, 13.722222222222223, 13.0, 13.764705882352942, 13.722222222222223]","[1602.3764888836408, 1898.6056996106233, 1976.568064585579, 2580.446940629731, 2427.014228650467, 2486.883649850574, 2580.446940629731]"
bNCCf9FMRZoxqobfX,2,"[8.823529411764707, 9.375]","[1371.0173166918853, 1402.7538286523452]"
bNCCf9FMRZoxqobfX,1,[9.375],[1402.7538286523452]
bNCCf9FMRZoxqobfX,7,"[9.472222222222223, 10.029411764705882, 12.666666666666668, 13.411764705882353, 13.411764705882353, 13.411764705882353, 12.294117647058824]","[1588.1073946401493, 1623.541839550984, 2296.8697653562126, 2350.9137598351817, 2359.351866312164, 2359.351866312164, 2080.693787440334]"
bNCCf9FMRZoxqobfX,8,"[9.117647058823529, 9.117647058823529, 9.117647058823529, 9.117647058823529, 9.117647058823529, 9.117647058823529, 9.117647058823529, 9.117647058823529]","[1423.2347294765118, 1423.2347294765118, 1423.2347294765118, 1423.2347294765118, 1423.2347294765118, 1423.2347294765118, 1423.2347294765118, 1423.2347294765118]"
bNCCf9FMRZoxqobfX,7,"[10.029411764705882, 10.029411764705882, 12.666666666666668, 12.666666666666668, 12.666666666666668, 12.666666666666668, 12.666666666666668]","[1623.541839550984, 1623.541839550984, 2296.8697653562126, 2296.8697653562126, 2296.8697653562126, 2296.8697653562126, 2296.8697653562126]"
bNCCf9FMRZoxqobfX,10,"[14.026315789473685, 6.4, 14.026315789473685, 10.131578947368421, 10.694444444444445, 10.694444444444445, 14.805555555555555, 13.68421052631579, 13.68421052631579, 13.0]","[2769.32212696316, 803.6283342634101, 2769.32212696316, 1809.7622996044317, 1846.6278279297073, 1846.6278279297073, 2831.8241888564253, 2701.777684842107, 2701.777684842107, 2390.420376608537]"
bNCCf9FMRZoxqobfX,3,"[10.029411764705882, 9.96875, 9.96875]","[1630.841905759, 1541.7055898485257, 1541.7055898485257]"
bNCCf9FMRZoxqobfX,2,"[12.352941176470587, 12.352941176470587]","[2141.2726314184993, 2141.2726314184993]"
bNCCf9FMRZoxqobfX,1,[9.375],[1402.7538286523452]
bNCCf9FMRZoxqobfX,11,"[11.294117647058822, 9.705882352941176, 11.294117647058822, 11.0, 11.647058823529411, 11.647058823529411, 11.647058823529411, 12.705882352941178, 11.294117647058822, 10.029411764705882, 12.294117647058824]","[1918.6610694629596, 1556.6466176518811, 1918.6610694629596, 1906.7522955964735, 1949.2964644637375, 1949.2964644637375, 1949.2964644637375, 2219.0654106358966, 1918.6610694629596, 1623.541839550984, 2080.693787440334]"
bNCCf9FMRZoxqobfX,4,"[9.117647058823529, 9.117647058823529, 9.117647058823529, 8.75]","[1423.2347294765118, 1423.2347294765118, 1423.2347294765118, 1290.4767652985151]"
bNCCf9FMRZoxqobfX,7,"[12.235294117647058, 13.0, 13.0, 11.294117647058822, 11.294117647058822, 12.235294117647058, 11.294117647058822]","[2150.223612329179, 2418.0, 2418.0, 1918.6610694629596, 1918.6610694629596, 2150.223612329179, 1918.6610694629596]"
bNCCf9FMRZoxqobfX,2,"[12.315789473684212, 13.0]","[2332.1703373404657, 2382.324538143486]"
bNCCf9FMRZoxqobfX,2,"[8.529411764705882, 9.0625]","[1312.7777350895515, 1343.1661085869946]"
bNCCf9FMRZoxqobfX,1,[11.323529411764705],[1880.3926029096444]
bNCCf9FMRZoxqobfX,1,[14.444444444444445],[2753.7200990670963]
bNCCf9FMRZoxqobfX,5,"[9.411764705882353, 9.375, 8.1, 8.1, 8.1]","[1462.4184711380108, 1402.7538286523452, 1091.4995936959965, 1091.4995936959965, 1091.4995936959965]"
bNCCf9FMRZoxqobfX,6,"[10.029411764705882, 6.4, 10.029411764705882, 10.029411764705882, 9.117647058823529, 12.294117647058824]","[1623.541839550984, 803.6283342634101, 1623.541839550984, 1623.541839550984, 1423.2347294765118, 2080.693787440334]"
bNCCf9FMRZoxqobfX,1,[9.117647058823529],[1423.2347294765118]
bNCCf9FMRZoxqobfX,1,[11.294117647058822],[1918.6610694629596]
bNCCf9FMRZoxqobfX,10,"[11.25, 9.96875, 9.0, 10.266666666666667, 10.352941176470589, 12.0, 9.333333333333334, 12.0, 12.0, 12.0]","[1821.128309760268, 1541.7055898485257, 1269.867642699313, 1521.6373754291287, 1690.8518817531676, 2063.8965934718844, 1316.8997776141023, 2151.8207724599697, 2063.8965934718844, 2151.8207724599697]"
bNCCf9FMRZoxqobfX,6,"[9.0, 9.0, 9.96875, 9.0625, 9.96875, 9.0625]","[1263.3097149259218, 1269.867642699313, 1541.7055898485257, 1343.1661085869946, 1541.7055898485257, 1343.1661085869946]"
bNCCf9FMRZoxqobfX,7,"[9.6875, 9.6875, 10.65625, 10.65625, 10.676470588235293, 10.676470588235293, 10.65625]","[1456.1799778440236, 1456.1799778440236, 1670.8848989807614, 1670.8848989807614, 1751.1917304257836, 1751.1917304257836, 1670.8848989807614]"
bNCCf9FMRZoxqobfX,5,"[10.65625, 11.0, 14.625, 14.625, 12.0]","[1670.8848989807614, 1739.820355552889, 2572.7800779029026, 2572.7800779029026, 1976.568064585579]"
bNCCf9FMRZoxqobfX,1,[18.8125],[3547.3238772703817]
bNCCf9FMRZoxqobfX,2,"[17.205882352941178, 17.205882352941178]","[3290.6453535334863, 3290.6453535334863]"
bNCCf9FMRZoxqobfX,6,"[9.375, 9.375, 9.375, 9.375, 9.375, 9.375]","[1402.7538286523452, 1402.7538286523452, 1402.7538286523452, 1402.7538286523452, 1402.7538286523452, 1402.7538286523452]"
bNCCf9FMRZoxqobfX,1,[9.375],[1402.7538286523452]
bNCCf9FMRZoxqobfX,4,"[11.176470588235293, 12.294117647058824, 12.294117647058824, 12.294117647058824]","[1823.9848136652274, 2088.1619966211106, 2088.1619966211106, 2080.693787440334]"
bNCCf9FMRZoxqobfX,2,"[8.61111111111111, 9.117647058823529]","[1393.9500642609457, 1423.2347294765118]"
bNCCf9FMRZoxqobfX,3,"[11.61111111111111, 12.666666666666668, 12.666666666666668]","[2035.2818198573102, 2296.8697653562126, 2296.8697653562126]"
bNCCf9FMRZoxqobfX,1,[12.0],[2168.0524126902437]
bNCCf9FMRZoxqobfX,4,"[9.96875, 9.96875, 9.0625, 9.96875]","[1541.7055898485257, 1541.7055898485257, 1343.1661085869946, 1541.7055898485257]"
bNCCf9FMRZoxqobfX,4,"[12.352941176470587, 13.38235294117647, 12.352941176470587, 12.352941176470587]","[2141.2726314184993, 2408.8235294117644, 2141.2726314184993, 2141.2726314184993]"
bNCCf9FMRZoxqobfX,6,"[13.722222222222223, 13.722222222222223, 13.722222222222223, 13.722222222222223, 13.722222222222223, 13.722222222222223]","[2598.4984314194694, 2598.4984314194694, 2598.4984314194694, 2598.4984314194694, 2598.4984314194694, 2598.4984314194694]"
bNCCf9FMRZoxqobfX,1,[6.4],[803.6283342634101]
bNCCf9FMRZoxqobfX,2,"[8.823529411764707, 9.375]","[1371.0173166918853, 1402.7538286523452]"
bNCCf9FMRZoxqobfX,8,"[9.444444444444445, 10.0, 9.0625, 9.117647058823529, 11.0, 11.61111111111111, 12.294117647058824, 12.294117647058824]","[1562.0444019498084, 1594.8604608143, 1343.1661085869946, 1416.7178939149478, 1994.6500593882895, 2035.2818198573102, 2080.693787440334, 2080.693787440334]"
bNCCf9FMRZoxqobfX,1,[9.117647058823529],[1423.2347294765118]
bNCCf9FMRZoxqobfX,2,"[12.0, 12.666666666666668]","[2248.5146124013445, 2296.8697653562126]"
bNCCf9FMRZoxqobfX,2,"[11.0, 10.266666666666667]","[1906.7522955964735, 1521.6373754291287]"
bNCCf9FMRZoxqobfX,5,"[11.0, 11.647058823529411, 13.0, 13.38235294117647, 9.0625]","[1933.1337283920986, 1978.6192278836772, 2399.5411130859106, 2390.434695199436, 1343.1661085869946]"
bNCCf9FMRZoxqobfX,7,"[13.61111111111111, 13.61111111111111, 14.411764705882351, 13.38235294117647, 12.352941176470587, 9.6875, 10.65625]","[2603.437477791075, 2603.437477791075, 2670.437706998933, 2399.702086934525, 2133.003266485651, 1456.1799778440236, 1670.8848989807614]"
bNCCf9FMRZoxqobfX,4,"[10.333333333333334, 11.294117647058822, 12.0, 12.0]","[1808.1959043910697, 1918.6610694629596, 1968.2816143628643, 2055.5979272717645]"
bNCCf9FMRZoxqobfX,2,"[11.647058823529411, 10.0]","[1941.768490869696, 1516.5514036828326]"
bNCCf9FMRZoxqobfX,1,[18.8125],[3547.3238772703817]
bNCCf9FMRZoxqobfX,8,"[8.529411764705882, 9.411764705882353, 9.411764705882353, 10.352941176470589, 9.411764705882353, 9.411764705882353, 9.0625, 9.375]","[1306.3261890481413, 1475.751368428756, 1475.751368428756, 1683.4497091705807, 1475.751368428756, 1475.751368428756, 1343.1661085869946, 1402.7538286523452]"
bNCCf9FMRZoxqobfX,11,"[11.323529411764705, 10.676470588235293, 11.323529411764705, 11.323529411764705, 11.323529411764705, 11.323529411764705, 11.323529411764705, 11.323529411764705, 11.323529411764705, 11.323529411764705, 11.323529411764705]","[1880.3926029096444, 1765.8128239342643, 1887.8304772344266, 1887.8304772344266, 1887.8304772344266, 1887.8304772344266, 1887.8304772344266, 1887.8304772344266, 1887.8304772344266, 1887.8304772344266, 1887.8304772344266]"
bNCCf9FMRZoxqobfX,2,"[9.625, 8.75]","[1474.1215357448423, 1290.4767652985151]"
bNCCf9FMRZoxqobfX,3,"[14.625, 14.625, 14.625]","[2563.5786558729037, 2563.5786558729037, 2563.5786558729037]"
bNCCf9FMRZoxqobfX,8,"[13.0, 13.0, 10.3125, 12.0, 12.0, 13.0, 13.0, 14.0]","[2217.756429609414, 2217.756429609414, 1602.3764888836408, 1959.851044759353, 1968.2816143628643, 2217.756429609414, 2217.756429609414, 2480.894050155578]"
bNCCf9FMRZoxqobfX,7,"[9.96875, 10.875, 11.78125, 10.875, 11.78125, 9.96875, 10.875]","[1541.7055898485257, 1744.1517784144942, 1966.1932831610375, 1744.1517784144942, 1966.1932831610375, 1534.3089778859132, 1744.1517784144942]"
bNCCf9FMRZoxqobfX,2,"[13.588235294117647, 14.4375]","[2498.2358867228136, 2568.7506093319253]"
bNCCf9FMRZoxqobfX,1,[13.0],[2217.756429609414]
bNCCf9FMRZoxqobfX,4,"[11.916666666666666, 14.0, 13.631578947368421, 14.605263157894738]","[2190.913218118023, 2831.728753828574, 2738.397100219297, 3022.9058898524713]"
bNCCf9FMRZoxqobfX,1,[9.375],[1402.7538286523452]
bNCCf9FMRZoxqobfX,3,"[12.617647058823529, 12.617647058823529, 12.63888888888889]","[2253.838426902326, 2244.958515718657, 2350.8333333333335]"
bNCCf9FMRZoxqobfX,1,[9.117647058823529],[1423.2347294765118]
bNCCf9FMRZoxqobfX,3,"[6.4, 13.0, 14.0]","[803.6283342634101, 2523.493103230433, 2480.894050155578]"
bNCCf9FMRZoxqobfX,13,"[6.4, 6.4, 6.4, 6.4, 6.4, 6.4, 6.4, 6.4, 6.4, 6.4, 10.0, 12.666666666666668, 14.083333333333332]","[803.6283342634101, 803.6283342634101, 803.6283342634101, 803.6283342634101, 803.6283342634101, 803.6283342634101, 803.6283342634101, 803.6283342634101, 803.6283342634101, 803.6283342634101, 1445.339928381165, 2313.235879675129, 2675.942810481223]"
bNCCf9FMRZoxqobfX,2,"[9.96875, 9.96875]","[1541.7055898485257, 1541.7055898485257]"
bNCCf9FMRZoxqobfX,1,[10.676470588235293],[1758.5642339327576]
bNCCf9FMRZoxqobfX,4,"[11.68421052631579, 12.333333333333332, 12.666666666666668, 12.705882352941178]","[2189.3431752328884, 2236.4258241626276, 2313.235879675129, 2219.0654106358966]"
bNCCf9FMRZoxqobfX,1,[19.852941176470587],[4038.9153911691355]
bNCCf9FMRZoxqobfX,4,"[13.40625, 13.40625, 14.36842105263158, 14.36842105263158]","[2314.8798842975975, 2314.8798842975975, 2863.9452673774745, 2863.9452673774745]"
Qh5tdwYwQT5rh5MoJ,1,[8.75],[1290.4767652985151]
Qh5tdwYwQT5rh5MoJ,1,[12.375],[2029.7904148117038]
Qh5tdwYwQT5rh5MoJ,6,"[11.34375, 11.34375, 10.0, 10.0, 10.0, 11.6875]","[1794.1897416639167, 1794.1897416639167, 1516.5514036828326, 1516.5514036828326, 1516.5514036828326, 1863.9931635767132]"
bNCCf9FMRZoxqobfX,1,[9.375],[1402.7538286523452]
bNCCf9FMRZoxqobfX,2,"[12.0, 13.38235294117647]","[2160.0, 2408.8235294117644]"
bNCCf9FMRZoxqobfX,2,"[8.61111111111111, 9.117647058823529]","[1393.9500642609457, 1423.2347294765118]"
bNCCf9FMRZoxqobfX,1,[12.666666666666668],[2296.8697653562126]
bNCCf9FMRZoxqobfX,1,[14.083333333333332],[2675.942810481223]
bNCCf9FMRZoxqobfX,1,[9.96875],[1541.7055898485257]
bNCCf9FMRZoxqobfX,3,"[13.38235294117647, 13.38235294117647, 12.352941176470587]","[2399.702086934525, 2399.702086934525, 2141.2726314184993]"
bNCCf9FMRZoxqobfX,4,"[13.0, 13.764705882352942, 13.722222222222223, 13.722222222222223]","[2435.8908301014567, 2495.9792186997847, 2598.4984314194694, 2598.4984314194694]"
bNCCf9FMRZoxqobfX,7,"[18.94736842105263, 18.94736842105263, 17.763157894736842, 18.75, 19.852941176470587, 19.852941176470587, 19.852941176470587]","[4216.060803062518, 4216.060803062518, 3828.9357254263714, 3922.782189284861, 4027.6694135972903, 4027.6694135972903, 4038.9153911691355]"
bNCCf9FMRZoxqobfX,1,[14.36842105263158],[2863.9452673774745]
bNCCf9FMRZoxqobfX,1,[9.0625],[1343.1661085869946]
bNCCf9FMRZoxqobfX,14,"[10.421052631578947, 10.421052631578947, 8.75, 18.55263157894737, 8.055555555555555, 8.235294117647058, 7.800000000000001, 8.75, 8.75, 9.625, 9.625, 8.75, 7.875, 9.0]","[1868.6864602941844, 1868.6864602941844, 1290.4767652985151, 4010.276882913039, 1285.7658475362684, 1261.2804583913087, 1039.819033034054, 1283.9772831737498, 1283.9772831737498, 1481.4017717519162, 1481.4017717519162, 1290.4767652985151, 1111.1341873618987, 1276.2957019435864]"
bNCCf9FMRZoxqobfX,2,"[8.75, 8.75]","[1290.4767652985151, 1290.4767652985151]"
bNCCf9FMRZoxqobfX,8,"[12.235294117647058, 12.235294117647058, 13.176470588235293, 12.235294117647058, 12.235294117647058, 12.235294117647058, 12.235294117647058, 12.235294117647058]","[2168.176312741009, 2168.176312741009, 2412.7910762297383, 2168.176312741009, 2168.176312741009, 2168.176312741009, 2159.2760369422285, 2159.2760369422285]"
bNCCf9FMRZoxqobfX,21,"[6.4, 14.117647058823529, 11.294117647058822, 12.0, 11.294117647058822, 7.800000000000001, 10.38888888888889, 10.38888888888889, 11.0, 12.63888888888889, 12.0, 12.0, 12.0, 12.0, 10.633333333333333, 10.266666666666667, 10.266666666666667, 10.266666666666667, 10.266666666666667, 10.266666666666667, 10.266666666666667]","[803.6283342634101, 2668.524692604319, 1910.4430352276047, 1976.568064585579, 1910.4430352276047, 1039.819033034054, 1779.6148722213886, 1779.6148722213886, 1899.3886230134133, 2341.9314811379536, 2160.0, 2160.0, 2160.0, 2160.0, 1583.5790750049055, 1521.6373754291287, 1521.6373754291287, 1521.6373754291287, 1521.6373754291287, 1521.6373754291287, 1521.6373754291287]"
bNCCf9FMRZoxqobfX,8,"[9.0625, 9.96875, 9.96875, 6.933333333333334, 6.933333333333334, 11.25, 11.25, 9.96875]","[1343.1661085869946, 1541.7055898485257, 1541.7055898485257, 880.824013259225, 880.824013259225, 1821.128309760268, 1821.128309760268, 1541.7055898485257]"
bNCCf9FMRZoxqobfX,8,"[11.647058823529411, 11.647058823529411, 11.647058823529411, 11.647058823529411, 11.647058823529411, 11.647058823529411, 7.59375, 8.1]","[1986.9491993785703, 1986.9491993785703, 1986.9491993785703, 1986.9491993785703, 1986.9491993785703, 1986.9491993785703, 1065.9175719687466, 1091.4995936959965]"
bNCCf9FMRZoxqobfX,15,"[12.0, 12.0, 11.333333333333332, 12.0, 11.25, 11.647058823529411, 11.294117647058822, 11.647058823529411, 13.176470588235293, 12.0, 9.263157894736842, 10.352941176470589, 11.25, 10.266666666666667, 10.266666666666667]","[2151.8207724599697, 2151.8207724599697, 2008.3428025068963, 2151.8207724599697, 1821.128309760268, 1986.9491993785703, 1910.4430352276047, 1986.9491993785703, 2402.8866667510956, 2151.8207724599697, 1620.9294355152545, 1690.8518817531676, 1821.128309760268, 1521.6373754291287, 1521.6373754291287]"
bNCCf9FMRZoxqobfX,2,"[10.666666666666666, 11.0]","[1874.5539184408228, 1941.2722062894077]"
bNCCf9FMRZoxqobfX,2,"[12.75, 12.75]","[2108.7599426322413, 2117.2732295099504]"
bNCCf9FMRZoxqobfX,2,"[9.375, 9.375]","[1402.7538286523452, 1402.7538286523452]"
bNCCf9FMRZoxqobfX,3,"[10.65625, 10.65625, 12.352941176470587]","[1670.8848989807614, 1670.8848989807614, 2133.003266485651]"
bNCCf9FMRZoxqobfX,1,[13.411764705882353],[2359.351866312164]
bNCCf9FMRZoxqobfX,1,[9.117647058823529],[1423.2347294765118]
bNCCf9FMRZoxqobfX,1,[12.235294117647058],[2159.2760369422285]
bNCCf9FMRZoxqobfX,1,[12.0],[2151.8207724599697]
bNCCf9FMRZoxqobfX,3,"[9.96875, 10.029411764705882, 9.0625]","[1541.7055898485257, 1616.1078197251998, 1343.1661085869946]"
bNCCf9FMRZoxqobfX,2,"[9.117647058823529, 12.0]","[1416.7178939149478, 2063.8965934718844]"
bNCCf9FMRZoxqobfX,3,"[11.25, 9.0625, 12.0]","[1829.3168004481452, 1343.1661085869946, 2055.5979272717645]"
bNCCf9FMRZoxqobfX,1,[9.375],[1402.7538286523452]
bNCCf9FMRZoxqobfX,1,[13.411764705882353],[2359.351866312164]
bNCCf9FMRZoxqobfX,1,[9.117647058823529],[1423.2347294765118]
bNCCf9FMRZoxqobfX,1,[13.722222222222223],[2589.5390541918805]
bNCCf9FMRZoxqobfX,8,"[12.0, 12.0, 15.166666666666668, 12.315789473684212, 13.0, 13.0, 15.166666666666668, 12.0]","[2151.8207724599697, 2151.8207724599697, 2937.567252570726, 2332.1703373404657, 2382.324538143486, 2382.324538143486, 2937.567252570726, 2151.8207724599697]"
bNCCf9FMRZoxqobfX,2,"[11.294117647058822, 9.96875]","[1910.4430352276047, 1541.7055898485257]"
bNCCf9FMRZoxqobfX,1,[12.352941176470587],[2133.003266485651]
bNCCf9FMRZoxqobfX,2,"[14.444444444444445, 14.444444444444445]","[2753.7200990670963, 2753.7200990670963]"
bNCCf9FMRZoxqobfX,8,"[8.1, 8.1]","[1091.4995936959965, 1091.4995936959965]"
bNCCf9FMRZoxqobfX,5,"[10.38888888888889, 10.38888888888889, 12.352941176470587, 12.352941176470587, 10.352941176470589]","[1779.6148722213886, 1779.6148722213886, 2141.2726314184993, 2141.2726314184993, 1690.8518817531676]"
bNCCf9FMRZoxqobfX,2,"[8.75, 8.75]","[1290.4767652985151, 1290.4767652985151]"
bNCCf9FMRZoxqobfX,13,"[15.9375, 15.9375, 17.0, 17.0, 17.0, 14.0, 14.0, 14.0, 11.294117647058822, 16.764705882352942, 15.647058823529413, 14.0, 11.294117647058822]","[2997.027190660543, 2975.4260976243704, 3264.0, 3264.0, 3264.0, 2584.121198707904, 2584.121198707904, 2594.139486798964, 1926.7386175792194, 3288.1800655610646, 2982.98910279033, 2594.139486798964, 1918.6610694629596]"
bNCCf9FMRZoxqobfX,3,"[11.333333333333332, 11.333333333333332, 11.0]","[2016.4506947713812, 2016.4506947713812, 1739.820355552889]"
bNCCf9FMRZoxqobfX,2,"[9.0625, 9.0625]","[1343.1661085869946, 1343.1661085869946]"
bNCCf9FMRZoxqobfX,9,"[9.6875, 7.9411764705882355, 10.676470588235293, 10.676470588235293, 8.1, 8.1, 11.647058823529411, 12.617647058823529, 10.676470588235293]","[1456.1799778440236, 1182.647105618637, 1758.5642339327576, 1751.1917304257836, 1091.4995936959965, 1091.4995936959965, 1986.9491993785703, 2226.7534130966733, 1751.1917304257836]"
bNCCf9FMRZoxqobfX,2,"[11.0, 10.0]","[1739.820355552889, 2183.792108564798]"
bNCCf9FMRZoxqobfX,2,"[9.5, 10.291666666666666]","[2052.0, 2276.098384202739]"
bNCCf9FMRZoxqobfX,17,"[7.391304347826086, 8.25, 10.291666666666666, 6.260869565217391, 10.456521739130435, 9.25, 11.375, 11.375, 7.391304347826086, 9.5, 8.130434782608695, 9.5, 6.1875, 8.130434782608695, 9.0, 11.647058823529411, 11.647058823529411]","[1416.4896135975284, 1705.6146594819597, 2276.098384202739, 1147.5764110707487, 2250.0560685940122, 1982.7473713588295, 2612.6893580926912, 2612.6893580926912, 1416.4896135975284, 2052.0, 1612.413683046062, 2059.6497920557313, 1175.076091848003, 1619.349702913961, 1921.5588973703752, 1949.2964644637375, 1949.2964644637375]"
bNCCf9FMRZoxqobfX,13,"[10.291666666666666, 10.173913043478262, 6.4, 8.666666666666668, 9.96875, 12.617647058823529, 13.722222222222223, 21.25, 21.25, 14.625, 12.8, 21.25, 19.833333333333336]","[2284.75, 2160.0552378195284, 803.6283342634101, 1210.075208489584, 1541.7055898485257, 2235.9318225141656, 2589.5390541918805, 4585.585116289507, 4585.585116289507, 2492.8160334920135, 2033.0414378594523, 4585.585116289507, 4150.186125449897]"
3jnTx6Ji74MpXMRJw,8,"[10.65625, 10.65625, 10.65625, 10.65625, 12.375, 10.65625, 11.34375, 12.375]","[1663.4055900756732, 1670.8848989807614, 1670.8848989807614, 1670.8848989807614, 2046.737591378352, 1678.2318237629618, 1801.7432664623564, 2046.737591378352]"
3jnTx6Ji74MpXMRJw,2,"[8.1, 8.1]","[1091.4995936959965, 1091.4995936959965]"
bNCCf9FMRZoxqobfX,1,[9.0625],[1343.1661085869946]
bNCCf9FMRZoxqobfX,14,"[8.666666666666668, 9.533333333333333, 10.029411764705882, 8.823529411764707, 9.705882352941176, 10.029411764705882, 11.323529411764705, 12.294117647058824, 12.0, 9.117647058823529, 10.029411764705882, 11.666666666666666, 11.399999999999999, 12.0]","[1216.5204662249619, 1398.923820905495, 1623.541839550984, 1364.5928141753502, 1563.9753094114835, 1630.841905759, 1880.3926029096444, 2080.693787440334, 2256.5851788502914, 1423.2347294765118, 1623.541839550984, 2083.968708635406, 2212.909336678995, 2256.5851788502914]"
bNCCf9FMRZoxqobfX,2,"[10.029411764705882, 9.117647058823529]","[1623.541839550984, 1423.2347294765118]"
bNCCf9FMRZoxqobfX,4,"[9.777777777777777, 10.352941176470589, 12.235294117647058, 10.352941176470589]","[1653.9483684609354, 1690.8518817531676, 2150.223612329179, 1690.8518817531676]"
bNCCf9FMRZoxqobfX,4,"[12.0, 12.0, 12.0, 12.0]","[2151.8207724599697, 2160.0, 2151.8207724599697, 2151.8207724599697]"
bNCCf9FMRZoxqobfX,3,"[8.75, 9.0625, 9.0625]","[1283.9772831737498, 1336.5652212020336, 1343.1661085869946]"
bNCCf9FMRZoxqobfX,2,"[10.676470588235293, 9.705882352941176]","[1751.1917304257836, 1535.1356078407841]"
bNCCf9FMRZoxqobfX,2,"[12.0, 12.0]","[2151.8207724599697, 2151.8207724599697]"
bNCCf9FMRZoxqobfX,5,"[9.0625, 11.647058823529411, 13.38235294117647, 11.625, 11.0]","[1343.1661085869946, 1986.9491993785703, 2399.702086934525, 1890.29402712975, 1732.3683342069282]"
bNCCf9FMRZoxqobfX,9,"[10.38888888888889, 9.96875, 9.96875, 9.0625, 8.1, 9.0, 9.375, 9.0, 9.0]","[1764.87949647649, 1548.963939254186, 1548.963939254186, 1343.1661085869946, 1091.4995936959965, 1263.3097149259218, 1402.7538286523452, 1263.3097149259218, 1263.3097149259218]"
bNCCf9FMRZoxqobfX,14,"[9.117647058823529, 11.0, 9.117647058823529, 10.029411764705882, 9.117647058823529, 8.75, 9.625, 10.352941176470589, 10.352941176470589, 10.352941176470589, 9.0, 9.0, 9.0, 9.0]","[1416.7178939149478, 1819.3223034474238, 1416.7178939149478, 1623.541839550984, 1416.7178939149478, 1283.9772831737498, 1474.1215357448423, 1698.1253143522752, 1698.1253143522752, 1690.8518817531676, 1276.2957019435864, 1276.2957019435864, 1276.2957019435864, 1276.2957019435864]"
bNCCf9FMRZoxqobfX,3,"[9.0, 8.75, 8.75]","[1276.2957019435864, 1290.4767652985151, 1290.4767652985151]"
bNCCf9FMRZoxqobfX,4,"[12.0, 11.6, 11.6, 9.0]","[2063.8965934718844, 1810.7218622759235, 1810.7218622759235, 1263.3097149259218]"
