id,time_taken
24220,"[datetime.timedelta(seconds=226, microseconds=986734), datetime.timedelta(seconds=51, microseconds=43567), datetime.timedelta(seconds=7, microseconds=55865), datetime.timedelta(seconds=472, microseconds=632341), datetime.timedelta(seconds=11, microseconds=643169)]"
24225,[]
24227,[]
24272,[]
24311,"[datetime.timedelta(seconds=66, microseconds=20059), datetime.timedelta(seconds=47, microseconds=892324)]"
24446,[]
24449,[]
24534,[]
24536,[]
24541,[]
24577,[]
24586,[]
24589,[]
24596,[]
24592,[]
24595,[]
24599,[]
24619,"[datetime.timedelta(seconds=122, microseconds=525218), datetime.timedelta(seconds=32, microseconds=237803)]"
24699,"[datetime.timedelta(seconds=27, microseconds=803980), datetime.timedelta(seconds=14, microseconds=215396), datetime.timedelta(seconds=37, microseconds=741417)]"
24720,[]
24750,[]
24751,[]
24797,"[datetime.timedelta(seconds=19, microseconds=543414), datetime.timedelta(seconds=7, microseconds=633043), datetime.timedelta(seconds=19, microseconds=626471), datetime.timedelta(seconds=55, microseconds=965859), datetime.timedelta(seconds=71, microseconds=627226), datetime.timedelta(seconds=7, microseconds=509114), datetime.timedelta(seconds=5, microseconds=515907), datetime.timedelta(seconds=19, microseconds=882801), datetime.timedelta(seconds=40, microseconds=604052), datetime.timedelta(seconds=6, microseconds=166314)]"
24913,"[datetime.timedelta(seconds=429, microseconds=763416), datetime.timedelta(seconds=96, microseconds=804393), datetime.timedelta(seconds=80, microseconds=110001), datetime.timedelta(seconds=85, microseconds=512535)]"
24921,[]
24924,[]
24937,[]
24941,[]
25303,[]
24957,[]
25431,"[datetime.timedelta(seconds=11, microseconds=353168), datetime.timedelta(seconds=11, microseconds=634704), datetime.timedelta(seconds=43, microseconds=652384)]"
27813,[]
25462,"[datetime.timedelta(seconds=1259, microseconds=483633), datetime.timedelta(seconds=121, microseconds=354730)]"
25499,"[datetime.timedelta(seconds=18, microseconds=574814), datetime.timedelta(seconds=191, microseconds=973067), datetime.timedelta(seconds=324, microseconds=482954), datetime.timedelta(seconds=7, microseconds=354267), datetime.timedelta(seconds=4, microseconds=903136), datetime.timedelta(days=2, seconds=6350, microseconds=48786), datetime.timedelta(seconds=8, microseconds=195539), datetime.timedelta(seconds=174, microseconds=59543), datetime.timedelta(seconds=85, microseconds=903268), datetime.timedelta(seconds=205, microseconds=907277), datetime.timedelta(seconds=4, microseconds=948961), datetime.timedelta(seconds=101, microseconds=570323), datetime.timedelta(seconds=5, microseconds=676555), datetime.timedelta(seconds=6, microseconds=365290), datetime.timedelta(seconds=724, microseconds=909263), datetime.timedelta(seconds=8, microseconds=109907), datetime.timedelta(seconds=16, microseconds=287213), datetime.timedelta(seconds=903, microseconds=39339), datetime.timedelta(seconds=515, microseconds=689340), datetime.timedelta(seconds=18808, microseconds=801370), datetime.timedelta(seconds=3763, microseconds=138354), datetime.timedelta(seconds=11, microseconds=375390), datetime.timedelta(seconds=7, microseconds=477066)]"
25552,[]
27004,"[datetime.timedelta(seconds=10, microseconds=935350), datetime.timedelta(seconds=16, microseconds=88254), datetime.timedelta(seconds=322, microseconds=266713), datetime.timedelta(seconds=24, microseconds=829401), datetime.timedelta(seconds=2384, microseconds=241138), datetime.timedelta(seconds=47, microseconds=709469), datetime.timedelta(seconds=206, microseconds=968426), datetime.timedelta(seconds=49, microseconds=901996), datetime.timedelta(seconds=155, microseconds=694186), datetime.timedelta(seconds=36, microseconds=242954), datetime.timedelta(seconds=72, microseconds=565454), datetime.timedelta(seconds=36, microseconds=805118), datetime.timedelta(seconds=41, microseconds=647291)]"
25565,[]
25601,[]
25588,[]
25639,[]
25661,[]
25688,[]
25714,[]
27438,"[datetime.timedelta(seconds=11, microseconds=645774), datetime.timedelta(seconds=11, microseconds=247415)]"
25731,"[datetime.timedelta(seconds=180, microseconds=278249), datetime.timedelta(seconds=7, microseconds=379383), datetime.timedelta(seconds=7, microseconds=560675), datetime.timedelta(seconds=24, microseconds=396643), datetime.timedelta(seconds=13, microseconds=509659), datetime.timedelta(seconds=7, microseconds=662552), datetime.timedelta(seconds=80, microseconds=43207), datetime.timedelta(seconds=11, microseconds=943650), datetime.timedelta(seconds=23, microseconds=865095), datetime.timedelta(seconds=234, microseconds=751698)]"
25995,"[datetime.timedelta(seconds=10, microseconds=86649), datetime.timedelta(seconds=6, microseconds=706681)]"
25909,[]
25984,[]
26054,"[datetime.timedelta(seconds=5, microseconds=357972), datetime.timedelta(seconds=33, microseconds=698141), datetime.timedelta(seconds=5, microseconds=735135), datetime.timedelta(seconds=35, microseconds=387407), datetime.timedelta(seconds=85, microseconds=953080), datetime.timedelta(seconds=26, microseconds=864068)]"
26052,"[datetime.timedelta(seconds=19, microseconds=684491), datetime.timedelta(seconds=91, microseconds=269314)]"
26661,"[datetime.timedelta(seconds=53, microseconds=916630), datetime.timedelta(seconds=771, microseconds=734669)]"
26056,[]
26060,[]
26083,[]
26090,[]
26173,[]
26166,[]
26406,[]
26198,[]
26240,[]
26272,[]
26281,[]
26295,[]
27131,[]
26331,[]
26484,"[datetime.timedelta(seconds=24, microseconds=597985), datetime.timedelta(seconds=5, microseconds=968357), datetime.timedelta(seconds=5, microseconds=352178), datetime.timedelta(seconds=5, microseconds=78915), datetime.timedelta(seconds=4, microseconds=745560)]"
26384,[]
26421,[]
26699,[]
26409,[]
26434,[]
27398,"[datetime.timedelta(seconds=9, microseconds=481784)]"
26485,"[datetime.timedelta(seconds=11, microseconds=931733), datetime.timedelta(seconds=7, microseconds=519696), datetime.timedelta(seconds=10, microseconds=844324), datetime.timedelta(seconds=22, microseconds=584569)]"
27067,"[datetime.timedelta(seconds=2772, microseconds=293495), datetime.timedelta(seconds=22, microseconds=933838), datetime.timedelta(seconds=9, microseconds=18900), datetime.timedelta(seconds=116, microseconds=380076), datetime.timedelta(seconds=8, microseconds=24826), datetime.timedelta(seconds=91, microseconds=504938), datetime.timedelta(seconds=77, microseconds=807460), datetime.timedelta(seconds=8, microseconds=33208), datetime.timedelta(seconds=8, microseconds=613439), datetime.timedelta(seconds=10, microseconds=133555), datetime.timedelta(seconds=5, microseconds=305857)]"
27500,[]
26579,"[datetime.timedelta(seconds=124, microseconds=600941), datetime.timedelta(seconds=6, microseconds=225246)]"
26580,"[datetime.timedelta(seconds=124, microseconds=600941), datetime.timedelta(seconds=6, microseconds=225246)]"
26701,[]
26715,"[datetime.timedelta(seconds=124, microseconds=600941), datetime.timedelta(seconds=6, microseconds=225246)]"
26747,"[datetime.timedelta(seconds=31, microseconds=628721), datetime.timedelta(seconds=49, microseconds=373814), datetime.timedelta(seconds=611, microseconds=209554), datetime.timedelta(seconds=27, microseconds=433026), datetime.timedelta(seconds=83, microseconds=920739), datetime.timedelta(seconds=115, microseconds=103003), datetime.timedelta(seconds=58, microseconds=413451)]"
26811,"[datetime.timedelta(seconds=553, microseconds=496113)]"
27000,[]
26853,[]
